#{"t_start": 1723435951.2883031, "env_id": "bipedal-v0"}
r,l,t
120.679487,84,10349.126768
113.58225,79,10360.490918
119.39043,81,10368.185298
115.802172,78,10379.285871
20.748383,71,10388.888532
122.787359,92,10398.133086
101.482023,71,10408.865602
140.846005,119,10423.167399
112.474766,85,10432.136153
123.829029,99,10444.774946
115.909941,83,10454.678361
122.09825,83,10466.92944
121.451184,87,10478.21071
9.431057,23,10482.016881
124.612676,104,10492.689554
119.638169,84,10504.353102
126.943521,92,10515.211051
115.90419,88,10526.974647
120.932963,79,10536.456577
4.895279,26,10539.922693
133.957278,106,10552.35031
110.584132,85,10564.201818
165.745343,152,10583.927682
189.216502,175,10604.750035
154.374344,115,10619.878591
103.408579,72,10629.64536
169.624443,172,10650.408693
125.276468,94,10662.344912
113.781833,79,10673.41539
105.691491,76,10684.892734
5.519097,25,10687.802249
119.23331,81,10698.959267
114.210598,77,10709.549276
115.856769,80,10719.968614
122.782312,88,10731.248741
108.575938,77,10740.909865
145.384174,146,10758.188856
116.330164,78,10768.082244
125.181411,101,10779.127113
109.967575,75,10788.267313
123.795433,88,10800.140214
122.619304,94,10811.573756
121.222383,78,10822.666393
194.462244,244,10852.671146
109.703203,74,10861.594822
116.577541,76,10872.657698
111.343528,75,10879.572452
121.284338,88,10891.447862
111.746714,67,10901.08749
125.018481,110,10912.914018
116.157769,78,10922.915033
117.082302,78,10932.835269
116.291213,81,10943.926558
113.949292,83,10955.100596
141.444214,115,10969.951267
145.348987,139,10987.752999
118.769607,81,11000.988711
119.365541,84,11012.169353
118.711917,85,11023.424443
111.155501,69,11033.658839
114.560191,76,11045.243917
108.49396,73,11054.525029
114.233347,79,11065.55931
121.923527,86,11076.853731
118.276539,90,11089.367085
122.11737,86,11099.593015
240.830586,281,11138.157501
114.853571,80,11150.596375
117.370327,80,11161.718283
108.520539,70,11173.113914
12.064461,52,11177.86923
135.106628,108,11193.68326
129.501485,88,11205.49737
120.226461,93,11216.979414
102.13538,63,11226.960135
123.712435,94,11238.514852
120.679965,82,11250.124846
118.350761,85,11261.343757
132.982128,100,11274.576996
119.558786,77,11286.680792
107.414713,71,11297.634825
120.073938,82,11308.212853
138.185965,121,11325.503886
111.962654,76,11335.977785
134.300208,104,11350.602029
116.953968,77,11363.208761
101.578466,75,11370.738698
103.843653,67,11380.942048
118.258398,76,11391.946909
121.121885,93,11404.364498
119.110421,83,11416.084813
119.853422,93,11427.976999
115.96355,85,11438.723086
123.925053,100,11452.585974
119.297553,87,11463.264633
117.780775,87,11474.645064
124.821035,99,11486.163032
118.8555,93,11501.437512
130.569162,97,11514.426177
114.124639,83,11524.396903
128.386909,100,11537.46323
189.124874,258,11568.323665
111.699206,75,11580.438202
121.144518,84,11592.257911
125.306113,96,11605.488444
121.679257,84,11617.221185
113.498521,82,11627.793844
120.634504,95,11642.050505
121.097137,91,11653.903301
114.643212,86,11665.103911
7.466147,41,11670.649583
113.006993,81,11680.94191
126.635602,118,11694.704567
119.5616,80,11706.811167
118.312599,79,11719.315896
127.941036,97,11733.618666
128.027247,106,11748.039798
120.804168,83,11760.358416
122.428682,85,11770.90052
122.113065,85,11782.091174
123.133964,94,11795.735944
120.493667,82,11806.903928
105.498405,69,11817.012522
126.445474,90,11829.553061
113.531456,79,11841.141435
104.557156,74,11849.820545
122.417239,97,11860.773582
114.034097,80,11872.379198
106.031381,75,11882.40588
115.714906,81,11893.831664
